employer_name,employer_address,employer_city,employer_state,employer_zip,employer_latitude,employer_longitude,is_primary,address_source,address_trust
AFTAU,"71 West 23rd Street, Suite 513",New York,NY,10010,40.7435779,-73.9919229,True,ai,corroborated
AFTON PARK DEVELOPMENT,251 N 1st Ave,Minneapolis,MN,55401,44.9799917,-93.2742875,True,ai,grounded
AG,,,,,,,True,,
AGAM CAPITAL,"500 Frank W Burr Blvd, 4th Floor",Teaneck,NJ,07666,40.8722925,-74.0065991,True,ai,grounded
AGBO,"1640 Pacific Coast Highway, Suite 200",Hermosa Beach,CA,90254,33.8669246,-118.3935333,True,ai,corroborated
AGC OF AMERICA,"2300 Wilson Boulevard, Suite 400",Arlington,VA,22201,38.890678,-77.0874363,True,ai,corroborated
AGDS,1225 Industrial Park Drive SE,Bemidji,MN,56601,47.4418379,-94.8522882,True,ai,grounded
AGE OF LEARNING,"1225 N. McDowell Blvd., Suite 150",Petaluma,CA,94954,38.2701217,-122.6613878,True,ai,corroborated
AGI FINANCIAL,930 Carmel Ct,Los Altos,CA,94022,37.3990338,-122.1204226,True,ai,grounded
AGILENT,5301 Stevens Creek Boulevard,Santa Clara,CA,95051,37.325462,-121.999033,True,ai,corroborated
AGINS INTERIOR,19 Eucalyptus Road,Belvedere Tiburon,CA,94920,37.8770247,-122.4614566,True,manual,verified
AGL,10 Peachtree Place NE,Atlanta,GA,30309,33.7810698,-84.3871362,True,ai,grounded
AGP,12700 West Dodge Rd.,Omaha,NE,68154,41.2640233,-96.1124061,True,ai,grounded
AGREE REALTY CORPORATION,32301 Woodward Avenue,Royal Oak,MI,48073,42.5268898,-83.195243,True,ai,grounded
AHA,300 New Jersey Ave NW,Washington,DC,20001,38.894045,-77.010802,True,ai,uncorroborated
AHARONI LAW,"9440 Santa Monica Blvd, Suite 301",Beverly Hills,CA,90210,34.0712866,-118.4028281,True,ai,grounded
AHAVAS YISRAEL,,,,,,,True,,
AHAVATH ACHIM SYNAGOGUE,,,,,,,True,,
AHCA,"700 South Washington Street, Suite 300",Alexandria,VA,22314,38.8034986,-77.0473079,True,ai,uncorroborated
AHG GROUP,700 West Morse Boulevard Suite 220,Winter Park,FL,32789,28.5974604,-81.3585451,True,ai,grounded
AHOLD DELHAIZE,300 South Riverside Plaza,Chicago,IL,60606,41.8775721,-87.6387853,True,ai,grounded
AHTIRSKI AND ASSOCIATES,,,,,,,True,,
AI EDUCATION LLC,9309 N Florida Ave,Tampa,FL,33612,28.0341943,-82.4593796,True,ai,grounded
AI FOR THE REST OF US INC,1500 N Grant St #5302,Denver,CO,80203,39.7287912,-104.9836082,True,ai,grounded
AI LLC,,,,,,,True,,
AICD,,,,,,,True,,
AIG,175 Water Street,New York,NY,10038,40.706308,-74.0054046,True,ai,corroborated
AIJM ASSOCIATES LLC,,,,,,,True,,
AIM INCORPORATED,1177 Avenue of the Americas,New York,NY,10036,40.7573123,-73.9827582,True,ai,uncorroborated
AIM SPECIALTY HEALTH,"1100 Virginia Drive, Suite 250",Fort Washington,PA,19034,40.1367835,-75.1900856,True,ai,uncorroborated
AINI & ASSOCIATES PLLC,2615 Coney Island Avenue,Brooklyn,NY,11223,40.5929529,-73.9604198,True,ai,grounded
AINSMAN LEVINE LLC,"11 Stanwix Street, Suite 750",Pittsburgh,PA,15222,40.4390288,-80.0062963,True,ai,grounded
AIO,,,,,,,True,,
AIPAC,251 H St NW,Washington,DC,20001,38.900345,-77.0148717,True,manual,verified
AIQ,"2205 W 136th Avenue, Ste 106 PMB 3058",Broomfield,CO,80023,39.943993,-105.0130011,True,ai,grounded
AIRCALL,"44 W 28th Street, Floor 14",New York,NY,10001,40.7456406,-73.9898336,True,manual,verified
AIRESPRING,"600 Cleveland Street, Suite 226",Clearwater,FL,33755,27.9658084,-82.7984849,True,ai,grounded
AIROOM,6825 N Lincoln Ave,Lincolnwood,IL,60712,41.9972897,-87.718707,True,ai,corroborated
AIRVISION,,,,,,,True,,
AIRWAY THERAPEUTICS,"13120 Coit Road, Suite 110",Dallas,TX,75240,32.9272815,-96.7692169,True,ai,uncorroborated
AIZ,1211 Avenue of the Americas,New York,NY,10036,40.7586695,-73.9823756,True,ai,uncorroborated
AJ PREMIER ASSOCIATES INC,,,,,,,True,,
AJA,180 Litton Drive,Grass Valley,CA,95945,39.2338725,-121.0546177,True,ai,grounded
AJC CHICAGO,"515 N. State Street, 3rd Floor",Chicago,IL,60654,41.8914005,-87.627297,True,ai,corroborated
AJM PACKAGING CORPORATION,E-4111 Andover Rd,Bloomfield Hills,MI,48302,42.583645,-83.2454883,True,ai,grounded
AJS STONE CONSULTING LLC,9715 Cresta Dr,Los Angeles,CA,90035,34.0471575,-118.39933,True,ai,grounded
AKERMAN LLP,"98 SE 7th St, Suite 1100",Miami,FL,33131,25.7672135,-80.192465,True,ai,corroborated
AKF PROPERTIES,6936 Sunflower Ln,Macungie,PA,18062,40.5298287,-75.5780553,True,ai,grounded
AKIBA SCHECHTER JEWISH DAY SCHO,1700 S Robertson Blvd,Los Angeles,CA,90035,34.048721,-118.385438,True,ai,uncorroborated
AKIN GUMP STRAUSS HAUER & FELD LLP,2001 K Street NW,Washington,DC,20006,38.902607,-77.045055,True,ai,corroborated
AKIVA PARTNERS LLC,22996 El Toro Road Suite 102,Lake Forest,CA,92630,33.6283,-117.6900082,True,ai,grounded
AKIVA SCHOOL,3884 Bering Dr,San Jose,CA,95135,37.3734809,-121.9127857,True,ai,uncorroborated
ALABAMA HOLOCAUST EDUCATION CENTER,HOMEWOOD Public offices / mailing address not a corporate HQ,Birmingham,AL,35209,33.5206824,-86.8024326,True,ai,corroborated
ALABAMA PEDIATRICS,2815 Independence Drive,Birmingham,AL,35209,33.5206824,-86.8024326,True,ai,grounded
ALABAMA STEEL SUPPLY,2900 1st Ave S,Birmingham,AL,35233,33.5179357,-86.7914227,True,ai,corroborated
ALAMANCE RADIATION ONCOLOGY,,,,,,,True,,
ALAN AND GISELLE WEISSMAN FAMILY FOUND,440 Mamaroneck Ave Ste 514,Harrison,NY,10528,40.9713743,-73.7414057,True,ai,grounded
ALAN GRAHAM MOTORING,8618 Lindley Ave,Northridge,CA,91325,34.2269919,-118.527247,True,ai,grounded
ALAN H FEIN PC,"2 Executive Blvd, Suite 303",Suffern,NY,10901,41.1196183,-74.116281,True,ai,grounded
ALAN JOHN CLARK PC,,,,,,,True,,
ALAN ROBIN LAW PLLC,,,,,,,True,,
ALAN SERURE MDPA,7300 SW 62nd Pl Suite 200,South Miami,FL,33143,25.7028197,-80.2951476,True,ai,grounded
ALANA MULLER ENTERPRISES,8209 W 145th St,Overland Park,KS,66223,38.8649872,-94.6799743,True,ai,grounded
ALASKA AIRLINES,19300 International Boulevard,Seattle,WA,98188,47.6038321,-122.330062,True,ai,corroborated
ALASKA CHANNEL,645 W 4th Ave,Anchorage,AK,99501,61.218634,-149.8944388,True,ai,corroborated
ALASKA DISTRIBUTORS CO,3100 E 29th Ave,Anchorage,AK,99508,61.1943904,-149.9022768,True,ai,uncorroborated
ALASKA IMAGING ASSOCIATES,"3100 Providence Drive, Suite 200",Anchorage,AK,99508,61.1897547,-149.8203382,True,ai,grounded
ALASKA WELLNESS JOURNEYS,1576 Inner Springer Loop,Palmer,AK,99645,61.5849873,-149.121065,True,ai,grounded
ALBANY BANK AND TRUST COMPANY,7 State Street,Albany,NY,12207,42.6489044,-73.7512993,True,ai,uncorroborated
ALBANY COUNTY,,,,,,,True,,
ALBERT EINSTEIN COLLEGE OF MEDICINE,1300 Morris Park Avenue,Bronx,NY,10461,40.8504372,-73.8458099,True,ai,corroborated
ALBERT HARARY MD,"225 E 57th Street, Front 3",New York,NY,10022,40.7127281,-74.0060152,True,ai,grounded
ALBRIGHT COLLEGE,13th and Bern Streets,Reading,PA,19612,40.335345,-75.9279495,True,ai,corroborated
ALCALAY COMMUNICATIONS,885 University Avenue,Sacramento,CA,95825,38.5644375,-121.418965,True,ai,grounded
ALCHEMIST,"1000 Brickell Ave, Ste 715 PMB 5087",Miami,FL,33131,25.7639863,-80.1917803,True,ai,grounded
ALCO PRODUCTS,580 Saint Jean St,Detroit,MI,48214,42.362258,-82.9690864,True,ai,grounded
ALCOTT ADR SERVICES,1285 Avenue of the Americas,New York,NY,10019,40.7611591,-73.9805686,True,ai,grounded
ALEN COHEN MD A MEDICAL CORPORATION,2100 Solar Drive Suite 102,Oxnard,CA,93036,34.2206433,-119.1447838,True,ai,grounded
ALEPH INSTITUTE,"520 8th Avenue, Suite 1200",New York,NY,10018,40.753643,-73.9921669,True,ai,uncorroborated
ALERICA,3323 NE 163rd Street Suite PH-704,North Miami Beach,FL,33160,25.9285495,-80.1368421,True,ai,grounded
ALEX N SILL CO,150 Broadhollow Road,Melville,NY,11747,40.7881488,-73.4162331,True,ai,uncorroborated
ALEXANDER ROBERTSON SCHOOL,3 West 95th Street,New York,NY,10025,40.7913082,-73.9654747,True,ai,grounded
ALEXANDRIA ORAL SURGERY ASSOCIATES,"501 South Washington Street, Suite 301",Alexandria,VA,22314,38.8002356,-77.0485545,True,ai,uncorroborated
ALEXION PHARMACEUTICALS,300 Connell Drive,Burlington,MA,01803,42.5048167,-71.1956111,True,ai,uncorroborated
ALEXIS BEDNYAK DESIGN,27 N Wacker Dr Suite 437,Chicago,IL,60606,41.882704101041,-87.636706420118,True,ai,grounded
ALF,,,,,,,True,,
ALFRED WEISSMAN REAL ESTATE LLC,"440 Mamaroneck Ave, Suite 514",Harrison,NY,10528,40.9713743,-73.7414057,True,ai,grounded
ALHADEFF AND ROUSSO LAW PA,2601 Burnt Mill Rd,Palm Beach Gardens,FL,33410,26.8233946,-80.1386547,True,ai,corroborated
ALHAMBRA THEATRE & DINING,100 West Main Street,Alhambra,CA,91801,34.0944572,-118.127942,True,ai,uncorroborated
ALI IRONWORKS,,,,,,,True,,
ALICE RICKEL & ASSOCIATES,,,,,,,True,,
ALIGN REAL ESTATE,"123 Mission Street, 7th Floor",San Francisco,CA,94105,37.7918271,-122.3944786,True,ai,grounded
ALINA'S MUSIC STUDIO,,,,,,,True,,
ALISHA LEVIN MEMORIAL FUND,"1835 Market Street, Suite 2410",Philadelphia,PA,19103,39.9537066,-75.1711096,True,ai,grounded
ALISTAR RESOURCES,41 Notre Dame Ln,Utica,NY,13502,43.0919303,-75.2812626,True,ai,grounded
ALIX PARTNERS,909 3rd Ave,New York,NY,10022,40.7582826,-73.967866,True,ai,grounded
ALIYA CAPITAL PARTNERS,"1450 Brickell Ave, Suite 2600",Miami,FL,33131,25.7586738,-80.1931402,True,ai,grounded
ALIYA HEALTH GROUP,1590 S Congress Ave,Palm Springs,FL,33406,26.6536252,-80.08822,True,ai,grounded
ALJ REGIONAL,"244 Madison Avenue, PMB #358",New York,NY,10016,40.7127281,-74.0060152,True,ai,grounded
ALKERMES,852 Winter Street,Waltham,MA,02451,42.4012964,-71.2809736,True,ai,corroborated
ALL ACCESS APPAREL,1515 Gage Rd,Montebello,CA,90640,33.9810046,-118.1227016,True,ai,grounded
ALL P,,,,,,,True,,
ALL PACKAGING CO,17501 West 98th Street #18-42,Lenexa,KS,66219,38.951691,-94.789276,True,ai,grounded
ALL POINT,864 Spring Street NW,Atlanta,GA,30308,33.7793199,-84.3900894,True,ai,grounded
ALL POINT FINANCIAL INC,"6000 Broken Sound Parkway NW, Suite 300",Boca Raton,FL,33487,26.4004744,-80.1057431,True,ai,uncorroborated
ALL SET HOSPITALITY LLC,8630 Fenton St,Silver Spring,MD,20910,38.9979273,-77.0286378,True,ai,grounded
ALL STAR SPORTS,809 2nd Loop Rd,Florence,SC,29505,34.1676613,-79.7775657,True,ai,grounded
ALL STRINGS ATTACHED INC,8224 Olson Memorial Highway,Golden Valley,MN,55427,44.9850399,-93.384636,True,ai,grounded
ALLADAPT IMMUNOTHERAPEUTICS,405 El Camino Real #611,Menlo Park,CA,94025,37.4474279,-122.1723927,True,ai,grounded
"ALLAN SHULKIN, MD PA",7777 Forest Ln Ste B202,Dallas,TX,75230,32.9131257,-96.775521,True,ai,grounded
ALLAN WISER INSURANCE,4809 Sparks Ave,San Diego,CA,92110,32.7800057,-117.1977485,True,ai,grounded
ALLEGAERT BERGER & VOGEL LLP,"111 Broadway, 20th Floor",New York,NY,10006,40.707698,-74.011877,True,ai,grounded
ALLEGHENY DERMATOLOGY ASSOCIATES PC,,,,,,,True,,
ALLEGIANCE STAFFING,5726 Root Rd,Spring,TX,77389,30.0795707,-95.4187924,True,ai,grounded
ALLEGIANT REAL ESTATE CAPITAL,"1133 20th Street NW, 9th Floor",Washington,DC,20036,38.9049546,-77.0445119,True,ai,uncorroborated
ALLEGIANTMD,"20 Burton Hills Boulevard, Suite 300",Nashville,TN,37215,36.0944695,-86.8207862,True,ai,grounded
ALLEGRA PRINT AND IMAGING,"5221 Spring Valley Road, Suite 350",Dallas,TX,75254,32.939575,-96.821456,True,ai,uncorroborated
ALLEN & CO,711 Fifth Avenue,New York,NY,10022,40.761954258767,-73.974619927682,True,ai,corroborated
ALLEN & OVERY LLP,1221 Avenue of the Americas,New York,NY,10020,40.7595136,-73.9825069,True,ai,uncorroborated
ALLEN DEV,155 N Lake Ave Ste 800,Pasadena,CA,91101,34.1485334,-118.1334899,True,ai,grounded
ALLEN FELTMAN REAL ESTATE,5509 Saint Andrews Ct,Plano,TX,75093,33.03463934373,-96.812254562097,True,ai,grounded
ALLEN FLAVORS INC,601 N Broad St,Middletown,PA,17057,40.1942806,-76.7314471,True,ai,uncorroborated
ALLEN J. KLEIN PLLC,,,,,,,True,,
ALLEN LEWIS ORG,,,,,,,True,,
ALLEN MATKINS,"1900 Main Street, 5th Floor",Irvine,CA,92614,33.6847029,-117.8547763,True,ai,corroborated
ALLENCOMM,55 West 900 South,Salt Lake City,UT,84101,40.7491534,-111.8930034,True,ai,grounded
ALLENTOWN WELLNESS,1525 Hausman Rd,Allentown,PA,18104,40.6086827,-75.566271,True,ai,grounded
ALLERGY & ASTHMA CARE,,,,,,,True,,
ALLERGY & ASTHMA CARE OF ROCKLAND PC,"222 Route 59, Suite 205",Suffern,NY,10901,41.1126645,-74.1118164,True,ai,grounded
ALLERGY & ASTHMA MEDICAL GROUP,,,,,,,True,,
ALLERHAND & ODONER,205 East 92nd Street Apartment 35A,New York,NY,10128,40.7827497,-73.9503834,True,ai,grounded
ALLERMI,"480 Rutherford Avenue, Suite 203",Charlestown,MA,02129,42.383229,-71.073468,True,ai,uncorroborated
ALLEVATO FOR OHIO,,,,,,,True,,
ALLIANCE,,,,,,,True,,
ALLIANCE BERNSTEIN,501 Commerce Street,Nashville,TN,37203,36.1612676,-86.7795153,True,ai,grounded
ALLIANCE CANCER SPECIALISTS,"11264 Cleveland Avenue NW, Suite 200",North Canton,OH,44720,40.8986572,-81.4061793,True,ai,uncorroborated
ALLIANCE CAPITAL MANAGEMENT,"1345 Avenue of the Americas, 42nd Floor",New York,NY,10105,40.7629997,-73.9790535,True,ai,uncorroborated
ALLIANCE FOR A BETTER COMMUNITY,"160 W Fort Street, Suite 2000",Detroit,MI,48226,42.330625,-83.0483036,True,ai,uncorroborated
ALLIANCE FOR PHARMACY COMPOUNDING,"100 South Jefferson Road, Suite 100",Whippany,NJ,07981,40.8176442,-74.442751,True,ai,uncorroborated
ALLIANCE FRANCAISE,54 Thompson Street,New York,NY,10012,40.723831,-74.0033719,True,ai,corroborated
ALLIANCE MEDICAL PHYSICS,,,,,,,True,,
ALLIANCE STEEL,1700 South Ridge Road,Ashtabula,OH,44004,41.8916912,-80.6688769,True,ai,uncorroborated
ALLIANT CAPITAL,"1201 Main Street, Suite 3400",Dallas,TX,75202,32.7804465,-96.8018475,True,ai,uncorroborated
ALLIANT INSURANCE SERVICES,701 B St Suite 400,San Diego,CA,92101,32.717731,-117.158206,True,ai,grounded
ALLIANT STRATEGIC DEVELOPMENT,"26050 Mureau Road, Suite 101",Calabasas,CA,91302,34.1520318,-118.6953443,True,ai,grounded
ALLIANT STRATEGIC INVESTMENTS,500 W Madison St,Chicago,IL,60661,41.883827,-87.6405304,True,ai,uncorroborated
ALLIED DIGESTIVE HEALTH,"187 Highway 36, Suite 230",West Long Branch,NJ,07764,40.2904235,-74.0172558,True,ai,grounded
ALLIED METAL COMPANY,2059 S Canal St,Chicago,IL,60616,41.8543942,-87.6380435,True,ai,grounded
ALLIED UNIVERSAL CORP,3901 NW 115th Avenue,Miami,FL,33178,25.8101482,-80.38363,True,manual,verified
ALLON HILL,,,,,,,True,,
ALLOTROPE PARTNERS,200 Clarendon St Suite 650,Boston,MA,02116,42.3491677,-71.075124,True,ai,uncorroborated
ALLSTATE,2775 Sanders Rd,Northbrook,IL,60062,42.1510416,-87.8835614,True,ai,uncorroborated
ALLURA IMPORTS,1407 Broadway Suite 401,New York,NY,10018,40.753531,-73.9876248,True,ai,grounded
ALMAR,,,,,,,True,,
ALMAR SALES CO,"320 5th Ave, 3rd Floor",New York,NY,10001,40.747367,-73.9856317,True,ai,grounded
ALMEL INCORPORATED,368 N Hametown Rd,Akron,OH,44333,41.146461523495,-81.669117703262,True,ai,grounded
ALNYLAM,,,,,,,True,,
ALPA,"7950 Jones Branch Drive, Suite 400S",McLean,VA,22102,38.9342888,-77.1776327,True,ai,grounded
ALPAC,5752 Cedar Ridge Drive,Ann Arbor,MI,48103,42.2813722,-83.7484616,True,ai,grounded
ALPERT AND ALPERT,922 S Santa Fe Ave,Los Angeles,CA,90021,34.0322792,-118.2298968,True,ai,corroborated
ALPHA,,,,,,,True,,
ALPHA BETA PLANNING,75 Jefferson Ct,Yorktown Heights,NY,10598,41.3303622,-73.7811497,True,ai,grounded
ALPHA COMMODITIES INC,PO Box 3009,Gary,IN,46403,41.6045061,-87.3373495,True,ai,grounded
ALPHA EMPIRE DESIGNS,,,,,,,True,,
ALPHA EPSILON PI FOUNDATION,2750 Riva Rd Ste 230,Annapolis,MD,21401,38.9786401,-76.492786,True,ai,corroborated
ALPHA EPSILON PI FRATERNITY FOUNDATION,8815 West Pico Boulevard,Los Angeles,CA,90035,34.0549169,-118.3840513,True,manual,verified
ALPHA EPSILON PI FRATERNTIY INC,1180 Avenue of the Americas,New York,NY,10036,40.7574015,-73.9819995,True,ai,uncorroborated
ALPHASIGHTS,60 Madison Ave 34th Floor,New York,NY,10010,40.7432572,-73.9864215,True,ai,corroborated
ALPINE BANK,100 S Broadway,Gunnison,CO,81230,38.56765,-106.610894,True,ai,corroborated
ALPINE GUEST CARE CENTGER,2401 N Service Rd E,Ruston,LA,71270,32.5417607,-92.6084842,True,ai,grounded
ALPINE INVESTORS,"One Post Office Square, 6th Floor",Boston,MA,02109,42.356809,-71.0551195,True,ai,uncorroborated
ALPINE QUANTITATIVE INVESTMENT FUND,,,,,,,True,,
ALPINE RESOURCES LLC,,,,,,,True,,
ALPINEBIO VENTURES,,,,,,,True,,
ALSTON & BIRD,"One Atlantic Center, 1201 West Peachtree Street NW, Suite 4900",Atlanta,GA,30309,33.7870655,-84.3873685,True,ai,corroborated
ALTAIR RESOURCES,,,,,,,True,,
ALTAIR SIGN & LIGHT,,,,,,,True,,
ALTAMED,"Eastlake Ave E & 20th Ave, 3600 Eastlake Ave E, Building A",Los Angeles,CA,90011,34.0536909,-118.242766,True,ai,corroborated
ALTBANQ,"477 Madison Ave, Floor 24",New York,NY,10022,40.7585227,-73.9746317,True,ai,grounded
ALTER,,,,,,,True,,
ALTER TRADING,700 Office Parkway,Creve Coeur,MO,63141,38.6679198,-90.4331869,True,ai,grounded
ALTERIORS,,,,,,,True,,
ALTERNATIVE STRATEGIES INC,,,,,,,True,,
ALTICE USA,"1 Court Square West, 45th Floor",Long Island City,NY,11101,40.7456276,-73.9434301,True,ai,corroborated
ALTIUS FINANCIAL,,,,,,,True,,
ALTMAN COMPANIES,"201 East Las Olas Boulevard, Suite 1900",Fort Lauderdale,FL,33301,26.1193402,-80.1410034,True,manual,verified
ALTOPASS INC,"405 El Camino Real, Suite 629",Menlo Park,CA,94025,37.4474279,-122.1723927,True,manual,verified
ALTRIA,6601 West Broad Street,Richmond,VA,23230,37.5818157,-77.4936077,True,ai,grounded
ALTULA,,,,,,,True,,
ALTUS CAPITAL PARTNERS INC,"10 Westport Road, Suite C204",Wilton,CT,06897,41.1840959,-73.4115149,True,manual,verified
ALTUS WEALTH,"400 Continental Boulevard, 6th Floor",El Segundo,CA,90245,33.9210073,-118.3902342,True,ai,uncorroborated
ALUMNI CAPITAL NETWORK,,,,,,,True,,
ALUMNI VENTURES,"670 N. Commercial St, Suite 403",Manchester,NH,03101,42.9978085,-71.4686675,True,ai,grounded
ALVAREZ & MARSAL,"600 Madison Avenue, 8th Floor",New York,NY,10022,40.7127281,-74.0060152,True,ai,corroborated
ALYDAR CAPITAL LLC,"222 Berkeley Street, 17th Floor",Boston,MA,02116,42.3514077,-71.0730278,True,manual,verified
ALZHEIMER'S ASSOCIATION,"225 N. Michigan Ave., Fl. 17",Chicago,IL,60601,41.8864391,-87.6237899,True,ai,grounded
AM SHALOM TEMPLE,1600 Yellowstone Drive,Tucson,AZ,85716,32.2228765,-110.974847,True,ai,uncorroborated
AM. PHYSICIANS SERVICES GROUP,,,,,,,True,,
AMALFI ESTATES,,,,,,,True,,
AMALFI STONE,8456 San Fernando Road,Sun Valley,CA,91352,34.2235917,-118.3746619,True,ai,grounded
AMANCAY PARTNERS,,,,,,,True,,
AMARIN CORPORATION,5 Moore Drive,Bedford,MA,01730,42.4917301,-71.2817947,True,ai,uncorroborated
AMAS,,,,,,,True,,
AMATUS MANAGEMENT,10461 Mill Run Cir Ste 620,Owings Mills,MD,21117,39.4067755,-76.7939459,True,ai,uncorroborated
AMAZON,410 Terry Ave N,Seattle,WA,98109,47.622298,-122.3365001,True,ai,corroborated
AMBASSADOR BOOKS,,,,,,,True,,
AMBER MOUNTAIN,"30 S Wacker Dr, Suite 1706",Chicago,IL,60606,41.8808631,-87.6375286,True,manual,verified
AMD,2485 Augustine Drive,Santa Clara,CA,95054,37.3829605,-121.9703774,True,ai,uncorroborated
AMDEN INC,"999 N Sepulveda Blvd, Suite 100",El Segundo,CA,90245,33.9303798,-118.3968271,True,ai,corroborated
AME EQUITIES,2011 Bradford Hall Place,Charlotte,NC,28270,35.1169744,-80.7584844,True,ai,grounded
AMEDISYS,"12800 N. Meridian St., Suite 400",Carmel,IN,46032,39.9725293,-86.1588461,True,ai,corroborated
AMERICA AERO GROUP,,,,,,,True,,
AMERICA ONLINE,7501 North Dobson Road,Scottsdale,AZ,85256,33.6858219,-111.8759254,True,ai,uncorroborated
AMERICA RESURGENT,,,,,,,True,,
AMERICAL MANAGEMENT CO INC,"10940 Wilshire Boulevard, Suite 1960",Los Angeles,CA,90024,34.058307542294,-118.445404026924,True,manual,verified
AMERICAN ADVERTISING FEDERATION,"1625 K Street NW, Suite 1100",Washington,DC,20006,38.9030339,-77.03739,True,ai,corroborated
AMERICAN AIRLINES INC,1 Skyview Drive,Fort Worth,TX,76155,32.8254795,-97.0654423,True,ai,uncorroborated
AMERICAN BADGE DBA SMITH AND WARRE,16E Progress Lane,Greenwich,CT,06831,41.0264862,-73.6284598,True,ai,uncorroborated
AMERICAN BANKERS ASSOCIATION,1120 Connecticut Ave NW,Washington,DC,20036,38.9041098,-77.0415314,True,ai,grounded
AMERICAN CENTURY,4500 Main Street,Kansas City,MO,64111,39.0459505,-94.5868142,True,ai,corroborated
AMERICAN COLLEGE OF PREVENTIVE MEDICIN,,,,,,,True,,
AMERICAN COMB CORP,22 Kentucky Ave,Paterson,NJ,07503,40.8998542,-74.155233,True,ai,grounded
AMERICAN COMMUNITY DEVELOPERS,"3001 Connecticut Ave NW, Suite 200",Washington,DC,20008,38.928751,-77.0476266,True,ai,uncorroborated
AMERICAN CONFERENCE OF CANTORS,"1657 Third Avenue, 2nd Floor",New York,NY,10128,40.783049496759,-73.950806761657,True,ai,corroborated
AMERICAN CYANAMID COMPANY,5 Giralda Farms,Madison,NJ,07940,40.7598227,-74.417097,True,ai,corroborated
AMERICAN DRAPERY SYSTEMS,,,,,,,True,,
AMERICAN EDUCATIONAL INSTITUTE,"111 E Merrill Street, Suite 300",Birmingham,MI,48009,42.5453351,-83.2146869,True,manual,verified
AMERICAN EXPRESS,200 Vesey Street,New York,NY,10285,40.713897,-74.014007,True,ai,corroborated
AMERICAN FINDINGS CORP,10441 N Scottsdale Rd,Scottsdale,AZ,85253,33.5818276,-111.9257253,True,ai,grounded
AMERICAN FIRE RESTORATION LLC,71-02 80th Street,Glendale,NY,11385,40.7014917,-73.8868028,True,ai,grounded
AMERICAN FLUX & METAL LLC,,,,,,,True,,
AMERICAN FOOD & VENDING,124 Metropolitan Park Dr,Liverpool,NY,13088,43.113705,-76.1780539,True,ai,corroborated
AMERICAN FREE ENTERPRISE CHAMBER OF COMMERCE,,,,,,,True,,
AMERICAN FRIENDS OF MAGEN DAVID ADOM,"275 Madison Avenue, Suite 1701",New York,NY,10016,40.7502038,-73.9813548,True,ai,uncorroborated
AMERICAN GREETINGS,One American Road,Cleveland,OH,44144,41.4473858,-81.7133425,True,ai,corroborated
AMERICAN HEALTHCARE REIT,"18191 Von Karman Avenue, Third Floor",Irvine,CA,92612,33.6856969,-117.825981,True,ai,grounded
AMERICAN HOSPICE SYSTEMS,,,,,,,True,,
AMERICAN HOSPITAL ASSOCIATION,"155 N. Wacker Drive, Suite 400",Chicago,IL,60606,41.8848667,-87.6363214,True,ai,grounded
AMERICAN HOUSING VENTURES LLC,,,,,,,True,,
AMERICAN INDUSTRIAL PARTNERS,712 Fifth Avenue,New York,NY,10019,40.762075387211,-73.974704945081,True,ai,grounded
AMERICAN INTERNATIONAL GROUP,70 Pine Street,New York,NY,10270,43.0690799,-76.1723723,True,ai,uncorroborated
